Bundesland;Name der Institution;Trägerschaft Hochschulkompass;Ort;Name Ministerien;Affiliation ROR;ROR ID;GRID ID;Wikidata ID;Einrichtungsart;URL Webseite Institution;Name GERiT;Ort GERiT;GERiT ID ;URL der Einrichtung GERiT;Name GERiT English;GRID ID GERiT;DFG Instituts ID GERiT;Straße GERiT;Hausnummer GERiT;Postfach GERiT;Postleitzahl vor Ort GERiT;Ort GERiT2;DESTATIS Fächerguppe GERiT;DESTATIS Lehr- Forschungsbereich GERiT;DESTATIS Fachgebiet GERiT;Crossref ID 1 GERiT;Crossref ID 2 GERiT;Crossref ID 3 GERiT;Einrichtungsart GERiT;Einrichtungsart GERIT English;OA Webseite der Institution;OA Webseite Datum;OA-Beauftragte/r;OA-Beauftragte/r URL;OA-Beauftragte/r URL Datum;Ansprechperson für Open Access;Ansprechperson für Open Access URL;Ansprechperson für Open Access URL Datum;(Funktions-)Emailadresse;OA Policy;OA Policy Datum;OA Policy URL;OA Policy URL Datum;OA Leitlinie;OA Leitlinie Datum;OA Leitlinie URL;OA Leitlinie URL Datum;Publikationsfonds;Publikationsfonds Art der Finanzierung;Zs. Publikationsfonds;Zs. Publikationsfonds URL;Mono Publikationsfonds ;Mono Publikationsfonds URL;Publikationsfonds Datum Recherche;Repositorium URL;OA-Verlag;OA-Verlag URL;OA-Verlag Datum Recherche;OJS-Standort;OJS-Standort URL;OJS-Standort Datum Recherche;OA/OS-Preis URL;Berliner Erklärung;Datum Berliner Erklärung (Bundesländeratlas);Berliner Erklärung Datum Recherche;OA2020;Datum OA2020 (Bundesländeratlas);OA2020 Datum Recherche;DORA Institution;DORA Datum Recherche;Jussieu;Jussieu Datum Recherche
Nordrhein-Westfalen;Hochschule Rhein-Waal;öffentlich-rechtlich;Kleve;Hochschule Rhein-Waal;NA;https://ror.org/04wdt0z89;grid.449481.4;Q1622138;Hochschule;www.hochschule-rhein-waal.de/de;Hochschule Rhein-Waal;Kleve;http://www.gerit.org/de/institutiondetail/189611034;www.hochschule-rhein-waal.de;Rhine-Waal University of Applied Sciences;grid.449481.4;NA;Marie-Curie-Straße;1;NA;47533;Kleve;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.hochschule-rhein-waal.de/de/hochschule/einrichtungen/bibliothek/publikation/open-access;44193;NA;NA;44193;Stefan Grün;www.hochschule-rhein-waal.de/de/hochschule/einrichtungen/bibliothek/publikation/open-access;44193;publikationsservice[at]hochschule-rhein-waal[?dot]de;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;opus4.kobv.de/opus4-rhein-waal/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44383;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule Ruhr West;öffentlich-rechtlich;Mülheim;Hochschule Ruhr West;NA;https://ror.org/02nkxrq89;grid.454318.f;Q1622141;Hochschule;www.hochschule-ruhr-west.de/;Hochschule Ruhr West (HRW);Mülheim;http://www.gerit.org/de/institutiondetail/197934735;www.hochschule-ruhr-west.de;Ruhr West University of Applied Sciences;grid.454318.f;NA;Duisburger Straße;100;NA;45479;Mülheim;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;repositorium.hs-ruhrwest.de/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44383;nein;NA;;nein;;nein;
Nordrhein-Westfalen;HSD Hochschule Döpfer;privat, staatlich anerkannt;Köln;NA;NA;NA;Q15818931;Q15818931;Hochschule;www.hs-doepfer.de;HSD Hochschule Döpfer;Köln;http://www.gerit.org/de/institutiondetail/270921240;www.hs-doepfer.de;University of Applied Sciences HSD Döpfer;NA;NA;Waidmarkt;3;NA;50676;Köln;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44385;NA;NA;44385;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;Recherche fehlt;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44383;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule Düsseldorf;öffentlich-rechtlich;Düsseldorf;Hochschule Düsseldorf;NA;https://ror.org/00ftx0026;grid.440973.d;Q322886;Hochschule;www.hs-duesseldorf.de/;Hochschule Düsseldorf;Düsseldorf;http://www.gerit.org/de/institutiondetail/10302;www.hs-duesseldorf.de/;Düsseldorf University of Applied Sciences;grid.440973.d;NA;Münsterstraße;156;NA;40476;Düsseldorf;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;bib.hs-duesseldorf.de/forschung/openaccess;44193;NA;NA;44193;Kathrin Oeaser;https://bib.hs-duesseldorf.de/forschung/openaccess;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;opus4.kobv.de/opus4-hs-duesseldorf/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule für Gesundheit;öffentlich-rechtlich;Bochum;Hochschule für Gesundheit;NA;https://ror.org/03hj8rz96;grid.466372.2;Q1622183;Hochschule;www.hs-gesundheit.de/;Hochschule für Gesundheit;Bochum;http://www.gerit.org/de/institutiondetail/183450416;www.hs-gesundheit.de;University of Applied Sciences for Health;grid.466372.2;NA;Gesundheitscampus;44414;NA;44801;Bochum;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule Niederrhein;öffentlich-rechtlich;Krefeld;Hochschule Niederrhein;NA;https://ror.org/027b9qx26;grid.425106.4;Q1318081;Hochschule;www.hs-niederrhein.de/startseite/;Hochschule Niederrhein;Krefeld;http://www.gerit.org/de/institutiondetail/10303;www.hs-niederrhein.de;Niederrhein University of Applied Sciences;NA;NA;Reinarzstraße;49;NA;47805;Krefeld;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule des Bundes für öffentliche Verwaltung;öffentlich-rechtlich;Brühl;Hochschule des Bundes für öffentliche Verwaltung;NA;https://ror.org/03t7d6q88;grid.466388.7;Q1391252;Hochschule;www.hsbund.de/DE/00_Home/home-node.html;Hochschule des Bundes für öffentliche Verwaltung;Brühl;http://www.gerit.org/de/institutiondetail/14720997;www.hsbund.de/DE/00_Home/home-node.html;Federal University of Applied Sciences for Public Administration;grid.466388.7;NA;Willy-Brandt-Straße;1;NA;50321;Brühl;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44183;NA;NA;44183;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44183;opus-hslb.bsz-bw.de/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule Hamm-Lippstadt;öffentlich-rechtlich;Hamm;Hochschule Hamm-Lippstadt;NA;https://ror.org/001rdde17;grid.461668.b;Q1505130;Hochschule;www.hshl.de/;Hochschule Hamm-Lippstadt;Hamm;http://www.gerit.org/de/institutiondetail/192625029;www.hshl.de/;Hamm-Lipstadt University of Applied Sciences;grid.461668.b;NA;Marker Allee;76-78;NA;59063;Hamm;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen;NA;Gelsenkirchen;Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen;NA;https://ror.org/02dsdsv34;grid.508719.2;Q100956085;Hochschule;www.hspv.nrw.de/;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;International School of Management (ISM);privat, staatlich anerkannt;Dortmund;NA;NA;https://ror.org/03jab8886;grid.468868.c;Q5974032;Hochschule;www.ism.de;International School of Management (ISM);Dortmund;http://www.gerit.org/de/institutiondetail/29545;www.ism.de;International School of Management (ISM);grid.468868.c;NA;Otto-Hahn-Straße;19;NA;44227;Dortmund;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44385;NA;NA;44385;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;Recherche fehlt;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;IST-Hochschule für Management;privat, staatlich anerkannt;Düsseldorf;NA;NA;NA;Q15819802;Q15819802;Hochschule;www.ist-hochschule.de;IST-Hochschule für Management;Düsseldorf;http://www.gerit.org/de/institutiondetail/349202097;www.ist-hochschule.de;IST University of Applied Sciences;NA;NA;Erkrather Straße;220a-c;NA;40233;Düsseldorf;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44385;NA;NA;44385;NA;NA;44385;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;Recherche fehlt;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Katholische Hochschule Nordrhein-Westfalen;kirchlich, staatlich anerkannt;Köln;Katholische Hochschule Nordrhein-Westfalen;NA;https://ror.org/024nr0776;grid.466086.a;Q1736344;Hochschule;www.katho-nrw.de/katho-nrw/;Katholische Hochschule Nordrhein-Westfalen;Köln;http://www.gerit.org/de/institutiondetail/10564;www.katho-nrw.de/katho-nrw/;Catholic University of Applied Sciences;grid.466086.a;NA;Wörthstraße;10;NA;50668;Köln;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;https://kidoks.bsz-bw.de/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Kunsthochschule für Medien Köln;öffentlich-rechtlich;Köln;Kunsthochschule der Medien Köln;NA;https://ror.org/00f2wje32;grid.465887.0;Q827038;Hochschule;www.khm.de;Kunsthochschule für Medien Köln;Köln;http://www.gerit.org/de/institutiondetail/10300;www.khm.de;Academy of Media Arts Cologne (KHM);grid.465887.0;NA;Peter-Welter-Platz;2;NA;50676;Köln;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;e-publications.khm.de/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Kunstakademie Düsseldorf;öffentlich-rechtlich;Düsseldorf;Kunstakademie Düsseldorf;NA;https://ror.org/040d40q10;grid.451810.9;Q662355;Hochschule;www.kunstakademie-duesseldorf.de;Kunstakademie Düsseldorf;Düsseldorf;http://www.gerit.org/de/institutiondetail/12952;www.kunstakademie-duesseldorf.de;Düsseldorf Academy of Fine Arts;grid.451810.9;NA;Eiskellerstraße;1;NA;40213;Düsseldorf;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Kunstakademie Münster / Hochschule für Bildende Künste;öffentlich-rechtlich;Münster;Kunstakademie Münster;NA;https://ror.org/00ztzxf77;grid.465825.8;NA;Hochschule;www.kunstakademie-muenster.de;Kunstakademie Münster / Hochschule für Bildende Künste;Münster;http://www.gerit.org/de/institutiondetail/13107;www.kunstakademie-muenster.de;Münster Academy of Art, College of Fine Arts;grid.465825.8;NA;Leonardo-Campus;2;NA;48149;Münster;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Philosophisch-Theologische Hochschule Münster;kirchlich, staatlich anerkannt;Münster;NA;NA;https://ror.org/00717c553;grid.506505.3;Q2088268;Hochschule;www.pth-muenster.de;Philosophisch-Theologische Hochschule Münster;Münster;http://www.gerit.org/de/institutiondetail/12990;www.pth-muenster.de;Philosophisch-Theologische Hochschule Münster;grid.506505.3;NA;Hohenzollernring;60;NA;48145;Münster;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Rheinische Fachhochschule Köln gGmbH;privat, staatlich anerkannt;Köln;NA;NA;https://ror.org/00txhpa83;grid.466095.8;Q1245583;Hochschule;www.rfh-koeln.de;Rheinische Fachhochschule Köln gGmbH;Köln;http://www.gerit.org/de/institutiondetail/12935;www.rfh-koeln.de;Rheinische Fachhochschule Cologne;grid.466095.8;NA;Schaevenstraße;1 a-b;NA;50676;Köln;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Robert-Schumann-Hochschule Düsseldorf;öffentlich-rechtlich;Düsseldorf;Robert-Schumann-Hochschule Düsseldorf;NA;https://ror.org/04e1yzk82;grid.461781.d;Q315238;Hochschule;www.rsh-duesseldorf.de;Robert-Schumann-Hochschule Düsseldorf;Düsseldorf;http://www.gerit.org/de/institutiondetail/10784;www.rsh-duesseldorf.de;Robert Schumann School of Music in Düsseldorf;grid.461781.d;NA;Fischerstraße;110;NA;40476;Düsseldorf;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule der Sparkassen-Finanzgruppe;NA;Bonn;NA;NA;NA;NA;Q1622157;Hochschule;www.s-hochschule.de/;Hochschule der Sparkassen-Finanzgruppe;Bonn;http://www.gerit.org/de/institutiondetail/981498;www.s-hochschule.de/;University of Applied Sciences of the Sparkassen-Financial Group - Bonn;NA;NA;Simrockstraße;4;NA;53113;Bonn;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Technische Hochschule Bingen;öffentlich-rechtlich;Bingen;Technische Hochschule Bingen;NA;https://ror.org/01pxkj057;grid.449744.e;Q878170;Hochschule;www.th-bingen.de/home/;Technische Hochschule Bingen;Bingen;http://www.gerit.org/de/institutiondetail/12982;www.th-bingen.de;Bingen University of Applied Sciences;grid.449744.e;NA;Berlinstraße;109;NA;55411;Bingen;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;NA;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Technische Hochschule Köln;öffentlich-rechtlich;Köln;Technische Hochschule Köln;NA;https://ror.org/014nnvj65;grid.434092.8;Q54166;Hochschule;www.th-koeln.de/;Technische Hochschule Köln;Köln;http://www.gerit.org/de/institutiondetail/10309;www.th-koeln.de/;TH Köln - University of Applied Sciences;grid.434092.8;NA;Claudiusstraße;1;NA;50678;Köln;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.th-koeln.de/hochschulbibliothek/open-access-an-der-th-koeln_60612.php;44193;NA;NA;44193;Kerstin Klein;www.th-koeln.de/personen/kerstin.klein1/;44193;NA;ja;41290;www.th-koeln.de/mam/downloads/deutsch/forschung/thk_open_access_erklarung.pdf;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;http://epb.bibl.th-koeln.de/;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Technische Hochschule Ostwestfalen-Lippe;öffentlich-rechtlich;Lemgo;Technische Hochschule Ostwestfalen-Lippe;NA;https://ror.org/04eka8j06;grid.434955.a;Q895634;Hochschule;www.th-owl.de/;Technische Hochschule Ostwestfalen-Lippe;Lemgo;http://www.gerit.org/de/institutiondetail/13089;www.th-owl.de/;Ostwestfalen-Lippe University of Applied Sciences and Arts;grid.434955.a;NA;Campusallee;12;NA;32657;Lemgo;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.th-owl.de/skim/dokumentation/publizieren/open-access/;44193;NA;NA;44193;NA;NA;44193;support[at]th-owl[?dot]de;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;www.th-owl.de/skim/opus/home;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Technische Hochschule Georg Agricola;privat, staatlich anerkannt;Bochum;NA;NA;https://ror.org/033jd5r25;grid.465945.f;Q30263521;Hochschule;www.thga.de;Technische Hochschule Georg Agricola;Bochum;http://www.gerit.org/de/institutiondetail/13070;www.thga.de;TH Georg Agricola University;NA;NA;Herner Straße;45;NA;44787;Bochum;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Hochschule für Angewandte Wissenschaften Europa;NA;Iserlohn;NA;NA;https://ror.org/041w2kh96;grid.466374.4;Q53546459;Hochschule;www.ue-germany.com;Hochschule für Angewandte Wissenschaften Europa;Iserlohn;http://www.gerit.org/de/institutiondetail/401747057;www.ue-germany.com;University of Applied Sciences Europe;grid.466374.4;NA;Reiterweg;26b;NA;58636;Iserlohn;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Nordrhein-Westfalen;Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen;öffentlich-rechtlich;Gelsenkirchen;NA;NA;https://ror.org/04p7ekn23;grid.426367.2;Q2565230;Hochschule;www.w-hs.de;Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen;Gelsenkirchen;http://www.gerit.org/de/institutiondetail/10577;www.w-hs.de;Westphalian University of Applied Sciences;grid.426367.2;NA;Neidenburger Straße;43;NA;45897;Gelsenkirchen;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;https://www.w-hs.de/bibliothek/bibliotheksdienste/publizieren-an-der-hochschule/;44365;NA;NA;44365;NA;NA;NA;NA;nein;NA;NA;;NA;NA;;;ja;Eigenmittel;ja;https://www.w-hs.de/bibliothek/bibliotheksdienste/publizieren-an-der-hochschule/informationen-zum-publikationsfonds/;NA;NA;Recherche fehlt;https://whge.opus.hbz-nrw.de/;nein;NA;44360;nein;NA;44360;NA;nein;NA;44385;nein;NA;;nein;;nein;
Rheinland-Pfalz;Hochschule Kaiserslautern;öffentlich-rechtlich;Kaiserslautern;Hochschule Kaiserslautern;NA;https://ror.org/05dkqa017;grid.42283.3f;Q1391198;Hochschule;www.hs-kl.de/;Hochschule Kaiserslautern;Kaiserslautern;http://www.gerit.org/de/institutiondetail/10330;www.hs-kl.de;Hochschule Kaiserslautern University of Applied Sciences;grid.42283.3f;NA;Schoenstraße;11;NA;67659;Kaiserslautern;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44193;NA;NA;44193;Recherche fehlt;NA;44193;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44193;kluedo.ub.uni-kl.de/home;nein;NA;44360;nein;NA;44360;NA;ja;44228;;nein;NA;;nein;;nein;
Rheinland-Pfalz;Cusanus Hochschule Bernkastel-Kues;privat, staatlich anerkannt;Bernkastel-Kues;NA;NA;NA;NA;NA;Hochschule;www.cusanus-hochschule.de;Cusanus Hochschule Bernkastel-Kues;Bernkastel-Kues;http://www.gerit.org/de/institutiondetail/321664161;www.cusanus-hochschule.de;Cusanus Hochschule Bernkastel-Kues;NA;NA;Mandatstraße;1;NA;54470;Bernkastel-Kues;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;;nein;NA;;nein;;nein;
Rheinland-Pfalz;Hochschule der Deutschen Bundesbank Hachenburg;öffentlich-rechtlich;Hachenburg;NA;NA;https://ror.org/05fwp8t64;grid.465948.2;Q1622151;Hochschule;www.hochschule-bundesbank.de/hochschule-de;Hochschule der Deutschen Bundesbank Hachenburg;Hachenburg;http://www.gerit.org/de/institutiondetail/198619040;www.hochschule-bundesbank.de/hochschule-de;University of Applied Sciences of the Deutsche Bundesbank Hachenburg;grid.465948.2;NA;Schloss;NA;NA;57627;Hachenburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;NA;nein;NA;;nein;NA;;nein;;nein;
